变动日期,变动后流通A股(股),code
2020-06-17,43.53亿,002352
2020-03-17,43.46亿,002352
2020-01-22,16.33亿,002352
2019-06-30,16.31亿,002352
2019-03-13,11.32亿,002352
2019-01-10,11.31亿,002352
2018-12-31,11.23亿,002352
2018-08-23,11.98亿,002352
2018-08-22,9.71亿,002352
2018-08-16,8.92亿,002352
2018-06-30,8.96亿,002352
2018-03-21,9.71亿,002352
2018-03-20,5.96亿,002352
2018-01-23,5.17亿,002352
2018-01-11,1.43亿,002352
2017-12-08,1.64亿,002352
2017-08-15,1.43亿,002352
2017-06-30,1.42亿,002352
2017-01-23,1.33亿,002352
2016-05-19,6655.87万,002352
2016-01-11,7702.53万,002352
2015-12-31,6105.48万,002352
2015-07-16,6107.72万,002352
2015-07-10,4071.81万,002352
2015-06-08,4919.45万,002352
2015-02-25,4902.44万,002352
2015-01-12,4891.83万,002352
2020-03-17,6.03亿,002353
2019-12-31,6.74亿,002353
2019-06-30,6.66亿,002353
2018-12-31,6.74亿,002353
2018-06-30,6.73亿,002353
2017-12-31,6.68亿,002353
2017-06-30,6.67亿,002353
2016-12-31,6.73亿,002353
2016-06-30,6.74亿,002353
2015-12-31,6.64亿,002353
2015-07-28,6.66亿,002353
2015-06-30,6.65亿,002353
2015-02-17,5.95亿,002353
2020-06-30,7.14亿,002354
2019-12-31,7.00亿,002354
2018-12-31,6.89亿,002354
2018-12-11,6.44亿,002354
2018-12-10,5.88亿,002354
2018-09-18,6.47亿,002354
2018-09-14,5.67亿,002354
2018-06-30,5.66亿,002354
2018-04-27,5.55亿,002354
2018-04-26,5.19亿,002354
2017-12-27,5.20亿,002354
2017-12-11,4.88亿,002354
2017-10-17,4.83亿,002354
2017-08-30,4.24亿,002354
2017-06-30,4.25亿,002354
2017-04-18,1.52亿,002354
2017-01-26,1.51亿,002354
2017-01-24,1.50亿,002354
2016-12-28,1.49亿,002354
2016-12-13,1.29亿,002354
2016-11-08,1.17亿,002354
2016-07-25,1.15亿,002354
2016-07-22,1.01亿,002354
2015-12-17,8814.52万,002354
2015-12-09,8640.57万,002354
2015-09-30,6052.00万,002354
2015-06-30,6051.98万,002354
2020-06-30,5.70亿,002355
2019-12-31,5.78亿,002355
2019-07-16,5.80亿,002355
2019-04-24,5.84亿,002355
2019-04-22,4.83亿,002355
2018-06-30,3.90亿,002355
2017-12-31,3.85亿,002355
2017-06-30,2.96亿,002355
2016-12-31,3.42亿,002355
2016-10-14,3.41亿,002355
2015-12-31,3.42亿,002355
2015-09-24,3.44亿,002355
2015-06-30,3.43亿,002355
2020-06-30,5.27亿,002356
2018-12-31,4.80亿,002356
2018-06-30,2.82亿,002356
2017-12-31,2.75亿,002356
2017-09-25,2.84亿,002356
2015-05-07,2.40亿,002356
2020-06-30,3.13亿,002357
2015-09-10,1.96亿,002357
2020-06-30,9.10亿,002358
2016-12-31,7.76亿,002358
2015-12-31,6.92亿,002358
2015-06-15,6.68亿,002358
2015-06-09,3.34亿,002358
2015-04-14,3.46亿,002358
2020-03-31,2.98亿,002360
2018-06-30,2.97亿,002360
2017-12-31,2.98亿,002360
2017-06-30,2.87亿,002360
2017-03-06,2.95亿,002360
2017-03-02,2.64亿,002360
2016-12-31,2.55亿,002360
2016-06-30,2.44亿,002360
2015-12-31,2.45亿,002360
2020-06-30,6.27亿,002361
2019-06-30,6.25亿,002361
2018-12-10,6.17亿,002361
2018-12-05,5.81亿,002361
2018-06-30,6.06亿,002361
2017-12-31,6.00亿,002361
2017-12-13,5.97亿,002361
2017-06-30,6.00亿,002361
2016-12-13,5.77亿,002361
2016-12-12,5.48亿,002361
2016-06-30,5.46亿,002361
2016-06-01,2.73亿,002361
2015-12-31,2.74亿,002361
2015-12-21,2.12亿,002361
2015-12-10,1.97亿,002361
2020-06-30,1.79亿,002362
2019-03-08,1.78亿,002362
2018-03-06,1.76亿,002362
2017-06-30,1.75亿,002362
2017-03-08,1.76亿,002362
2019-12-31,4.16亿,002363
2017-11-29,3.86亿,002363
2016-02-01,2.99亿,002363
2020-06-30,5.24亿,002364
2019-12-31,5.15亿,002364
2018-04-16,5.20亿,002364
2018-02-27,4.75亿,002364
2017-09-28,4.76亿,002364
2017-09-20,4.71亿,002364
2017-09-15,4.35亿,002364
2017-05-15,4.26亿,002364
2016-12-31,4.25亿,002364
2016-09-29,4.27亿,002364
2016-09-20,4.23亿,002364
2016-05-10,4.22亿,002364
2015-09-21,4.29亿,002364
2015-05-19,4.24亿,002364
2015-05-13,2.12亿,002364
2015-03-31,2.10亿,002364
2015-03-24,2.05亿,002364
2020-06-30,2.43亿,002365
2020-02-12,2.44亿,002365
2020-02-10,2.41亿,002365
2019-02-12,2.42亿,002365
2019-01-31,2.38亿,002365
2018-05-09,1.59亿,002365
2018-02-13,1.54亿,002365
2015-06-30,1.46亿,002365
2019-12-31,5.00亿,002366
2019-12-23,4.89亿,002366
2017-06-30,2.45亿,002366
2016-12-31,2.31亿,002366
2016-08-02,1.92亿,002366
2016-06-30,1.20亿,002366
2015-12-31,1.08亿,002366
2015-08-21,1.09亿,002366
2015-07-24,1.08亿,002366
2020-06-30,5.24亿,002367
2017-12-31,5.21亿,002367
2017-08-21,5.20亿,002367
2017-08-16,4.61亿,002367
2016-12-31,4.58亿,002367
2016-08-18,4.60亿,002367
2016-07-15,4.61亿,002367
2015-12-31,4.60亿,002367
2020-07-09,5.69亿,002368
2020-06-30,4.06亿,002368
2019-12-31,4.05亿,002368
2019-03-13,4.04亿,002368
2018-08-14,4.00亿,002368
2017-10-16,3.92亿,002368
2017-06-30,3.91亿,002368
2016-12-31,3.95亿,002368
2016-12-27,4.02亿,002368
2016-06-30,3.63亿,002368
2016-03-07,3.62亿,002368
2015-06-30,3.61亿,002368
2015-06-02,2.41亿,002368
2015-01-23,2.40亿,002368
2020-07-30,5.76亿,002369
2020-03-16,4.79亿,002369
2019-12-31,4.20亿,002369
2019-01-04,4.00亿,002369
2018-07-03,4.20亿,002369
2016-06-30,4.17亿,002369
2015-11-24,4.15亿,002369
2020-06-30,4.63亿,002370
2019-09-19,4.64亿,002370
2019-06-30,4.08亿,002370
2018-06-30,4.07亿,002370
2017-09-20,4.08亿,002370
2017-06-30,2.04亿,002370
2015-03-16,1.74亿,002370
2020-09-14,4.59亿,002371
2020-06-30,4.58亿,002371
2019-08-22,3.59亿,002371
2018-03-19,3.52亿,002371
2018-03-15,3.50亿,002371
2017-06-30,1.67亿,002371
2016-12-31,1.64亿,002371
2016-06-30,3.40亿,002371
2015-12-31,3.37亿,002371
2020-06-30,14.21亿,002372
2019-06-30,14.15亿,002372
2019-06-28,14.17亿,002372
2019-06-06,14.06亿,002372
2019-05-31,11.72亿,002372
2018-12-31,11.70亿,002372
2018-06-30,11.72亿,002372
2018-06-27,11.75亿,002372
2018-06-07,11.64亿,002372
2018-06-01,8.96亿,002372
2017-06-30,8.93亿,002372
2017-06-16,8.95亿,002372
2017-04-28,8.87亿,002372
2017-04-24,6.82亿,002372
2016-06-20,6.80亿,002372
2016-06-08,5.23亿,002372
2015-05-27,5.08亿,002372
2015-05-20,3.90亿,002372
2015-01-20,3.86亿,002372
2020-08-19,10.45亿,002373
2020-05-14,10.14亿,002373
2019-12-31,9.53亿,002373
2019-10-24,9.48亿,002373
2019-04-23,9.53亿,002373
2019-04-22,8.41亿,002373
2018-12-31,8.39亿,002373
2017-06-30,8.19亿,002373
2017-06-07,8.42亿,002373
2017-06-02,5.53亿,002373
2016-12-31,5.54亿,002373
2016-12-19,5.55亿,002373
2016-06-07,4.67亿,002373
2016-05-10,4.37亿,002373
2016-05-04,2.19亿,002373
2015-12-31,2.18亿,002373
2015-12-16,2.17亿,002373
2015-06-08,2.18亿,002373
2020-06-30,8.55亿,002374
2019-12-31,8.06亿,002374
2019-06-30,7.91亿,002374
2019-02-01,8.01亿,002374
2019-01-29,7.53亿,002374
2018-12-31,7.35亿,002374
2017-12-31,7.24亿,002374
2017-12-25,8.16亿,002374
2017-11-02,6.16亿,002374
2017-10-30,5.12亿,002374
2016-12-31,5.10亿,002374
2016-12-21,5.02亿,002374
2016-11-02,5.03亿,002374
2016-04-09,2.29亿,002374
2016-01-29,2.28亿,002374
2015-06-30,1.85亿,002374
2019-12-31,13.31亿,002375
2019-06-30,12.13亿,002375
2018-12-25,12.43亿,002375
2018-06-30,12.52亿,002375
2017-06-30,11.71亿,002375
2016-12-31,11.73亿,002375
2016-06-30,10.94亿,002375
2015-12-31,11.31亿,002375
2015-06-30,11.30亿,002375
2015-05-27,7.53亿,002375
2015-04-22,6.90亿,002375
2020-06-30,6.41亿,002376
2019-07-01,6.46亿,002376
2019-04-10,6.14亿,002376
2019-04-04,5.80亿,002376
2018-12-31,5.76亿,002376
2018-06-30,5.75亿,002376
2018-04-10,5.74亿,002376
2016-12-31,5.71亿,002376
2016-06-30,5.72亿,002376
2016-03-23,5.73亿,002376
2016-01-13,5.53亿,002376
2016-01-11,5.51亿,002376
2015-12-31,5.50亿,002376
2015-06-30,5.49亿,002376
2015-03-23,5.44亿,002376
2020-06-30,4.86亿,002377
2018-11-01,4.32亿,002377
2015-06-30,4.31亿,002377
2020-06-30,9.23亿,002378
2015-11-12,9.24亿,002378
2015-05-21,8.56亿,002378
2018-12-31,9.26亿,002379
2017-12-31,5.97亿,002379
2017-06-30,5.96亿,002379
2016-12-31,5.94亿,002379
2016-06-30,6.76亿,002379
2016-04-01,6.77亿,002379
2015-12-31,6.71亿,002379
2017-12-31,1.43亿,002380
2017-06-30,1.42亿,002380
2017-04-19,1.41亿,002380
2016-12-31,1.06亿,002380
2016-06-30,1.05亿,002380
2015-12-31,1.02亿,002380
2015-09-26,5100.97万,002380
2015-06-30,5134.58万,002380
2019-12-31,3.15亿,002381
2019-06-30,3.13亿,002381
2019-04-25,3.30亿,002381
2019-02-11,3.33亿,002381
2019-01-30,2.55亿,002381
2018-06-30,2.32亿,002381
2017-06-30,2.09亿,002381
2016-12-31,2.17亿,002381
2016-06-30,2.16亿,002381
2015-05-11,2.17亿,002381
2015-05-04,1.45亿,002381
2020-07-06,7.03亿,002382
2020-07-02,6.40亿,002382
2019-09-09,5.41亿,002382
2019-06-30,5.42亿,002382
2019-06-14,4.88亿,002382
2019-04-18,4.86亿,002382
2018-03-06,4.84亿,002382
2017-03-07,4.82亿,002382
2016-12-31,4.81亿,002382
2016-05-10,2.40亿,002382
2016-04-28,2.41亿,002382
2016-04-25,2.39亿,002382
2020-09-15,5.77亿,002383
2020-05-29,5.23亿,002383
2019-12-02,5.22亿,002383
2019-11-14,5.19亿,002383
2019-10-22,4.90亿,002383
2019-08-28,4.57亿,002383
2018-12-31,4.86亿,002383
2018-11-12,4.83亿,002383
2018-11-01,4.77亿,002383
2018-10-16,4.83亿,002383
2018-06-08,4.77亿,002383
2018-06-07,4.72亿,002383
2017-10-23,5.93亿,002383
2017-06-09,3.94亿,002383
2017-05-23,3.86亿,002383
2016-09-29,1.29亿,002383
2016-09-26,1.45亿,002383
2016-05-09,1.42亿,002383
2015-06-30,1.39亿,002383
2015-05-08,1.31亿,002383
2020-07-29,12.63亿,002384
2019-06-30,12.23亿,002384
2018-12-31,11.62亿,002384
2018-08-28,11.63亿,002384
2018-08-22,7.75亿,002384
2018-05-23,5.52亿,002384
2017-12-31,5.44亿,002384
2017-05-18,5.52亿,002384
2016-04-29,4.72亿,002384
2020-06-30,28.85亿,002385
2019-12-31,27.84亿,002385
2019-12-13,27.82亿,002385
2019-06-30,27.31亿,002385
2019-01-18,26.75亿,002385
2019-01-11,26.35亿,002385
2018-11-17,22.84亿,002385
2018-11-05,26.35亿,002385
2018-11-02,22.80亿,002385
2018-06-30,22.73亿,002385
2017-12-31,22.65亿,002385
2017-12-20,22.68亿,002385
2017-06-30,23.07亿,002385
2016-12-31,23.96亿,002385
2016-06-30,23.82亿,002385
2016-05-05,15.88亿,002385
2015-12-31,15.21亿,002385
2015-06-30,15.39亿,002385
2015-05-13,14.58亿,002385
2015-05-07,9.72亿,002385
2020-06-30,7.81亿,002386
2019-08-05,6.72亿,002386
2019-06-30,10.68亿,002387
2019-03-06,4.69亿,002387
2018-09-06,3.29亿,002387
2017-06-30,3.20亿,002387
2016-12-31,2.48亿,002387
2016-06-30,2.99亿,002387
2016-06-07,2.98亿,002387
2016-06-02,2.91亿,002387
2015-06-30,2.89亿,002387
2015-05-20,2.74亿,002387
2020-08-05,4.83亿,002388
2020-07-10,4.50亿,002388
2020-07-08,3.79亿,002388
2017-06-30,4.00亿,002388
2016-06-30,3.82亿,002388
2015-08-20,3.64亿,002388
2015-08-14,1.82亿,002388
2015-06-30,1.86亿,002388
2020-09-24,6.30亿,002389
2020-06-30,6.19亿,002389
2019-12-31,5.97亿,002389
2019-06-30,5.86亿,002389
2018-10-15,6.77亿,002389
2018-09-28,5.47亿,002389
2018-06-30,5.37亿,002389
2016-12-09,5.28亿,002389
2016-06-30,5.21亿,002389
2015-12-28,4.09亿,002389
2015-10-08,3.93亿,002389
2015-06-30,3.87亿,002389
2020-02-10,15.58亿,002390
2019-12-31,15.56亿,002390
2019-06-30,15.96亿,002390
2019-02-11,16.67亿,002390
2019-01-29,13.76亿,002390
2019-01-07,14.46亿,002390
2019-01-02,12.13亿,002390
2018-12-31,11.40亿,002390
2018-06-30,11.35亿,002390
2018-05-23,11.38亿,002390
2018-05-18,11.75亿,002390
2017-12-31,11.65亿,002390
2017-06-30,10.21亿,002390
2017-05-16,9.66亿,002390
2017-04-14,8.72亿,002390
2016-12-31,7.12亿,002390
2016-06-30,7.33亿,002390
2016-01-29,7.34亿,002390
2015-12-31,7.30亿,002390
2015-05-25,7.34亿,002390
2015-05-19,2.94亿,002390
2015-04-30,2.64亿,002390
2020-05-27,4.58亿,002391
2020-03-31,4.34亿,002391
2020-03-16,4.04亿,002391
2020-03-04,3.90亿,002391
2019-12-31,3.35亿,002391
2019-12-05,3.57亿,002391
2019-06-30,3.56亿,002391
2019-04-26,2.38亿,002391
2016-06-30,2.20亿,002391
2016-05-30,2.04亿,002391
2015-07-17,2.13亿,002391
2015-06-29,2.14亿,002391
2015-04-16,2.12亿,002391
2015-03-31,1.89亿,002391
2020-06-30,8.32亿,002392
2020-05-14,8.69亿,002392
2020-05-12,8.10亿,002392
2019-11-01,8.09亿,002392
2019-10-29,8.00亿,002392
2019-05-06,8.09亿,002392
2019-05-05,7.55亿,002392
2018-11-05,7.37亿,002392
2018-11-01,7.33亿,002392
2018-06-30,7.39亿,002392
2018-05-15,7.72亿,002392
2018-05-11,7.18亿,002392
2017-12-31,7.34亿,002392
2017-09-18,7.33亿,002392
2017-06-30,7.21亿,002392
2017-05-10,7.33亿,002392
2017-05-09,6.50亿,002392
2016-06-30,6.40亿,002392
2016-02-15,5.87亿,002392
2016-02-04,5.72亿,002392
2016-01-13,5.74亿,002392
2015-12-31,5.59亿,002392
2015-06-30,5.61亿,002392
2015-06-17,2.81亿,002392
2015-04-29,2.80亿,002392
2018-06-30,1.82亿,002393
2020-08-04,3.23亿,002394
2020-06-30,3.22亿,002394
2020-04-23,3.23亿,002394
2019-01-29,3.22亿,002394
2020-06-30,2.68亿,002395
2017-12-31,1.79亿,002395
2020-08-24,5.83亿,002396
2019-08-26,5.61亿,002396
2019-04-08,5.49亿,002396
2018-09-07,5.39亿,002396
2017-09-07,5.34亿,002396
2017-08-23,5.30亿,002396
2015-09-07,5.27亿,002396
2020-07-03,4.83亿,002397
2019-12-31,4.85亿,002397
2019-10-24,4.95亿,002397
2019-07-11,5.01亿,002397
2019-04-26,5.02亿,002397
2019-01-09,4.26亿,002397
2018-06-30,4.28亿,002397
2018-01-11,4.13亿,002397
2017-09-30,4.25亿,002397
2017-06-30,4.24亿,002397
2017-06-09,3.40亿,002397
2017-03-31,3.38亿,002397
2017-01-26,3.36亿,002397
2016-12-31,3.35亿,002397
2016-06-30,3.31亿,002397
2016-06-14,3.30亿,002397
2015-12-31,3.27亿,002397
2015-06-30,3.28亿,002397
2015-05-26,3.26亿,002397
2015-05-19,1.48亿,002397
2020-07-31,5.56亿,002398
2020-06-10,5.54亿,002398
2019-12-31,5.22亿,002398
2019-07-31,5.30亿,002398
2019-07-17,5.28亿,002398
2018-12-31,5.25亿,002398
2018-07-16,5.23亿,002398
2018-06-11,5.24亿,002398
2018-05-31,2.62亿,002398
2017-12-31,2.57亿,002398
2017-07-11,2.56亿,002398
2017-06-30,2.57亿,002398
2016-12-31,2.52亿,002398
2016-06-30,2.55亿,002398
2015-12-31,2.54亿,002398
2015-06-30,2.53亿,002398
2015-05-22,1.95亿,002398
2015-04-20,1.84亿,002398
2020-07-08,12.47亿,002399
2016-04-07,7.80亿,002399
2020-06-30,16.71亿,002400
2019-06-30,16.75亿,002400
2018-06-04,16.57亿,002400
2018-06-01,16.49亿,002400
2017-09-19,14.35亿,002400
2017-06-08,14.17亿,002400
2017-06-02,10.90亿,002400
2016-09-21,10.97亿,002400
2016-05-13,8.44亿,002400
2016-02-05,8.33亿,002400
2016-02-02,8.21亿,002400
2015-06-30,8.06亿,002400
2015-05-07,5.37亿,002400
2015-02-04,5.34亿,002400
2015-01-15,5.32亿,002400
2020-06-30,3.02亿,002401
2018-06-30,3.00亿,002401
2017-06-30,3.01亿,002401
2016-06-30,3.00亿,002401
2015-12-31,2.99亿,002401
2020-06-30,7.98亿,002402
2020-02-10,7.94亿,002402
2020-01-15,7.56亿,002402
2020-01-14,7.51亿,002402
2019-12-31,7.50亿,002402
2019-06-30,7.18亿,002402
2019-04-19,7.34亿,002402
2019-04-16,7.23亿,002402
2019-01-10,7.19亿,002402
2017-11-01,6.38亿,002402
2016-12-31,6.08亿,002402
2016-10-11,6.06亿,002402
2016-09-27,2.42亿,002402
2015-06-30,2.41亿,002402
2015-05-08,2.42亿,002402
2015-05-04,1.21亿,002402
2019-06-30,3.16亿,002403
2019-06-14,3.31亿,002403
2018-06-30,2.93亿,002403
2016-05-17,2.89亿,002403
2020-06-30,4.59亿,002404
2020-06-23,4.50亿,002404
2019-03-06,4.59亿,002404
2018-12-31,4.02亿,002404
2018-02-12,3.99亿,002404
2017-06-30,4.00亿,002404
2016-06-30,3.99亿,002404
2015-12-31,3.92亿,002404
2015-06-30,3.93亿,002404
2015-05-13,1.97亿,002404
2015-05-11,1.94亿,002404
2020-08-28,19.16亿,002405
2020-07-13,19.19亿,002405
2020-07-08,19.10亿,002405
2020-05-06,19.09亿,002405
2020-03-20,15.85亿,002405
2019-12-31,15.76亿,002405
2019-06-30,15.62亿,002405
2019-06-04,10.42亿,002405
2019-05-10,10.43亿,002405
2018-12-31,10.42亿,002405
2018-07-12,10.34亿,002405
2018-06-25,10.35亿,002405
2018-06-21,10.33亿,002405
2017-12-31,10.30亿,002405
2017-09-08,10.26亿,002405
2017-09-05,10.18亿,002405
2017-06-21,10.17亿,002405
2017-06-19,10.15亿,002405
2017-03-22,10.12亿,002405
2016-11-28,10.08亿,002405
2016-09-08,10.07亿,002405
2016-06-30,9.99亿,002405
2016-06-20,10.00亿,002405
2016-05-16,6.66亿,002405
2015-12-31,6.62亿,002405
2015-11-05,6.60亿,002405
2015-09-08,6.59亿,002405
2020-09-01,4.46亿,002406
2020-08-18,4.41亿,002406
2020-06-30,4.16亿,002406
2017-06-30,3.91亿,002406
2016-06-30,3.97亿,002406
2016-03-24,3.91亿,002406
2015-12-31,3.62亿,002406
2015-06-30,3.52亿,002406
2015-05-22,1.76亿,002406
2020-07-16,5.79亿,002407
2019-08-01,5.44亿,002407
2018-08-03,5.43亿,002407
2018-06-01,5.42亿,002407
2017-11-27,5.37亿,002407
2017-05-31,5.31亿,002407
2016-11-14,5.26亿,002407
2016-06-30,4.76亿,002407
2016-05-27,4.77亿,002407
2016-05-12,4.69亿,002407
2016-05-06,1.88亿,002407
2015-12-31,1.87亿,002407
2020-06-30,17.34亿,002408
2019-06-30,17.39亿,002408
2018-12-31,17.40亿,002408
2018-08-20,17.44亿,002408
2018-08-15,16.76亿,002408
2016-06-30,16.39亿,002408
2016-05-31,7.45亿,002408
2015-06-06,6.35亿,002408
2015-05-19,6.20亿,002408
2015-03-31,5.49亿,002408
2020-06-30,2.41亿,002409
2020-01-06,2.33亿,002409
2019-12-31,2.28亿,002409
2019-06-30,2.38亿,002409
2019-06-13,1.89亿,002409
2018-06-30,1.83亿,002409
2017-06-30,1.81亿,002409
2017-01-04,1.65亿,002409
2020-07-23,9.04亿,002410
2020-06-22,11.26亿,002410
2020-03-26,9.10亿,002410
2019-12-31,8.92亿,002410
2019-12-16,8.91亿,002410
2019-09-26,8.89亿,002410
2018-12-31,8.86亿,002410
2017-12-31,8.67亿,002410
2016-06-30,8.66亿,002410
2016-04-12,8.67亿,002410
2015-06-30,7.16亿,002410
2015-04-30,4.77亿,002410
2015-04-03,4.71亿,002410
2020-06-30,14.40亿,002411
2019-06-30,14.26亿,002411
2019-04-11,14.93亿,002411
2019-04-09,12.15亿,002411
2019-01-02,11.96亿,002411
2018-12-27,2.90亿,002411
2018-06-30,3.12亿,002411
2017-12-31,2.94亿,002411
2017-06-30,2.87亿,002411
2016-12-31,2.89亿,002411
2016-06-30,2.81亿,002411
2016-04-05,2.84亿,002411
2015-11-04,2.68亿,002411
2015-06-30,2.59亿,002411
2020-06-30,4.91亿,002412
2019-12-31,4.90亿,002412
2019-05-30,4.89亿,002412
2018-06-30,2.88亿,002412
2020-08-07,10.44亿,002413
2020-08-05,10.31亿,002413
2019-08-05,10.37亿,002413
2019-06-30,10.03亿,002413
2019-05-27,10.06亿,002413
2019-05-13,10.03亿,002413
2018-12-31,9.95亿,002413
2018-08-10,10.11亿,002413
2018-07-19,10.09亿,002413
2018-06-30,10.05亿,002413
2018-06-27,10.38亿,002413
2018-06-25,7.72亿,002413
2018-05-28,7.75亿,002413
2018-05-15,7.72亿,002413
2017-08-01,7.11亿,002413
2017-06-15,7.08亿,002413
2016-05-13,6.74亿,002413
2016-05-07,2.18亿,002413
2015-06-30,2.21亿,002413
2020-06-02,12.48亿,002414
2020-05-26,7.34亿,002414
2019-09-26,7.14亿,002414
2019-04-26,4.76亿,002414
2017-09-27,4.65亿,002414
2020-06-30,80.95亿,002415
2020-01-20,80.90亿,002415
2020-01-17,80.68亿,002415
2019-09-03,80.74亿,002415
2019-01-21,80.75亿,002415
2019-01-18,80.45亿,002415
2019-01-07,80.12亿,002415
2018-12-31,79.14亿,002415
2018-06-30,79.07亿,002415
2018-03-19,79.09亿,002415
2018-03-16,73.27亿,002415
2018-01-08,73.72亿,002415
2018-01-05,73.38亿,002415
2017-12-31,72.58亿,002415
2017-04-27,48.38亿,002415
2017-01-20,48.06亿,002415
2017-01-09,48.07亿,002415
2017-01-05,47.76亿,002415
2016-12-31,46.85亿,002415
2016-11-16,47.14亿,002415
2016-06-30,47.06亿,002415
2016-05-18,47.21亿,002415
2016-05-10,31.48亿,002415
2016-04-25,31.72亿,002415
2015-12-31,31.55亿,002415
2015-09-14,31.56亿,002415
2015-01-08,31.50亿,002415
2019-12-31,12.23亿,002416
2019-07-19,11.74亿,002416
2018-06-30,11.73亿,002416
2018-05-31,9.78亿,002416
2017-06-30,9.75亿,002416
2016-12-31,9.71亿,002416
2016-01-26,9.70亿,002416
2015-04-20,9.65亿,002416
2020-06-30,2.36亿,002417
2019-06-30,2.29亿,002417
2019-01-14,2.37亿,002417
2019-01-09,2.28亿,002417
2018-12-31,2.26亿,002417
2018-06-30,2.23亿,002417
2017-12-31,2.24亿,002417
2017-06-30,2.25亿,002417
2016-12-31,1.98亿,002417
2016-06-30,2.10亿,002417
2015-12-31,1.95亿,002417
2015-06-30,2.16亿,002417
2020-06-30,11.36亿,002418
2019-12-31,9.59亿,002418
2019-06-30,10.03亿,002418
2018-07-03,10.04亿,002418
2018-06-05,5.83亿,002418
2016-06-30,5.54亿,002418
2016-05-12,1.85亿,002418
2015-04-07,1.77亿,002418
2020-06-30,12.00亿,002419
2017-06-30,8.00亿,002419
2020-06-30,3.92亿,002420
2016-12-31,3.89亿,002420
2015-06-30,3.87亿,002420
2020-07-29,17.70亿,002421
2019-12-31,16.48亿,002421
2018-12-31,16.33亿,002421
2018-12-24,16.96亿,002421
2018-12-21,15.23亿,002421
2018-06-29,14.88亿,002421
2018-06-28,15.07亿,002421
2018-04-18,15.10亿,002421
2018-04-16,14.96亿,002421
2017-12-31,14.99亿,002421
2017-10-16,17.20亿,002421
2017-10-13,14.10亿,002421
2017-05-10,14.14亿,002421
2017-05-08,14.05亿,002421
2016-12-31,14.04亿,002421
2016-12-21,13.76亿,002421
2016-10-11,4.59亿,002421
2016-03-25,4.56亿,002421
2015-12-31,4.55亿,002421
2015-05-12,4.50亿,002421
2015-05-06,2.05亿,002421
2015-02-06,2.04亿,002421
2020-07-31,10.78亿,002422
2020-03-07,10.58亿,002422
2019-12-31,10.33亿,002422
2019-09-23,10.32亿,002422
2019-04-02,10.33亿,002422
2019-02-28,10.29亿,002422
2018-07-11,10.30亿,002422
2018-06-30,10.32亿,002422
2018-05-14,10.28亿,002422
2017-12-31,10.29亿,002422
2016-12-23,9.83亿,002422
2016-12-22,9.91亿,002422
2016-06-30,9.25亿,002422
2016-06-03,8.62亿,002422
2015-12-31,7.31亿,002422
2015-07-22,7.11亿,002422
2015-07-15,3.56亿,002422
2019-02-22,5.03亿,002423
2020-06-30,7.78亿,002424
2019-12-31,7.28亿,002424
2017-12-31,7.32亿,002424
2017-06-30,7.29亿,002424
2015-12-31,7.32亿,002424
2015-10-20,5.45亿,002424
2015-10-14,1.82亿,002424
2020-06-30,8.13亿,002425
2019-05-13,8.14亿,002425
2018-06-30,8.04亿,002425
2017-12-31,7.61亿,002425
2017-06-30,7.52亿,002425
2017-06-13,6.81亿,002425
2017-06-02,6.30亿,002425
2017-05-25,3.94亿,002425
2017-05-18,2.55亿,002425
2016-06-30,2.05亿,002425
2016-06-08,3.94亿,002425
2016-05-06,3.79亿,002425
2020-09-10,29.27亿,002426
2020-09-07,28.98亿,002426
2019-12-31,27.81亿,002426
2019-12-10,28.26亿,002426
2019-11-14,23.11亿,002426
2019-09-20,23.15亿,002426
2019-06-30,22.86亿,002426
2018-12-31,21.52亿,002426
2018-09-10,21.58亿,002426
2018-06-30,20.86亿,002426
2018-03-20,20.88亿,002426
2017-09-11,20.67亿,002426
2017-09-07,19.64亿,002426
2016-11-28,19.45亿,002426
2016-09-28,18.65亿,002426
2016-09-12,18.24亿,002426
2016-06-30,16.67亿,002426
2016-06-21,15.90亿,002426
2016-06-14,6.36亿,002426
2015-12-31,6.27亿,002426
2015-09-10,5.91亿,002426
2015-06-30,4.06亿,002426
2020-06-01,4.37亿,002427
2019-12-31,3.97亿,002427
2019-06-30,3.85亿,002427
2017-06-30,3.98亿,002427
2015-12-31,3.33亿,002427
2020-06-30,6.44亿,002428
2015-12-31,6.42亿,002428
2015-06-30,6.33亿,002428
2019-12-31,44.96亿,002429
2019-10-31,39.73亿,002429
2017-05-26,15.89亿,002429
2016-06-30,15.88亿,002429
2015-06-30,15.86亿,002429
2015-01-07,15.84亿,002429
2020-08-14,9.64亿,002430
2020-08-11,9.50亿,002430
2018-08-09,8.30亿,002430
2017-08-11,8.32亿,002430
2017-04-10,8.30亿,002430
2016-06-30,8.10亿,002430
2015-06-30,8.09亿,002430
2020-06-30,13.65亿,002431
2019-12-31,13.56亿,002431
2019-06-30,13.25亿,002431
2018-07-06,12.15亿,002431
2018-02-13,11.58亿,002431
2017-12-31,9.51亿,002431
2017-07-10,9.40亿,002431
2016-12-31,9.03亿,002431
2016-06-30,9.04亿,002431
2016-05-06,8.88亿,002431
2016-04-28,3.55亿,002431
2015-12-31,3.53亿,002431
2015-06-30,3.03亿,002431
2015-06-25,2.89亿,002431
2015-02-13,2.87亿,002431
